overs,battingteam,bowlingteam,venue,season,runs
3,Rajasthan Royals,Mumbai Indians,Sharjah Cricket Stadium,2021,32
4,Rajasthan Royals,Mumbai Indians,Sharjah Cricket Stadium,2021,33
4,Rajasthan Royals,Mumbai Indians,Sharjah Cricket Stadium,2021,34
4,Rajasthan Royals,Mumbai Indians,Sharjah Cricket Stadium,2021,35
4,Rajasthan Royals,Mumbai Indians,Sharjah Cricket Stadium,2021,36
4,Rajasthan Royals,Mumbai Indians,Sharjah Cricket Stadium,2021,37
5,Rajasthan Royals,Mumbai Indians,Sharjah Cricket Stadium,2021,41
0,Mumbai Indians,Rajasthan Royals,Sharjah Cricket Stadium,2021,0
0,Mumbai Indians,Rajasthan Royals,Sharjah Cricket Stadium,2021,4
0,Mumbai Indians,Rajasthan Royals,Sharjah Cricket Stadium,2021,6
0,Mumbai Indians,Rajasthan Royals,Sharjah Cricket Stadium,2021,12
0,Mumbai Indians,Rajasthan Royals,Sharjah Cricket Stadium,2021,14
1,Mumbai Indians,Rajasthan Royals,Sharjah Cricket Stadium,2021,14
2,Mumbai Indians,Rajasthan Royals,Sharjah Cricket Stadium,2021,14
2,Mumbai Indians,Rajasthan Royals,Sharjah Cricket Stadium,2021,20
2,Mumbai Indians,Rajasthan Royals,Sharjah Cricket Stadium,2021,21
2,Mumbai Indians,Rajasthan Royals,Sharjah Cricket Stadium,2021,22
2,Mumbai Indians,Rajasthan Royals,Sharjah Cricket Stadium,2021,23
3,Mumbai Indians,Rajasthan Royals,Sharjah Cricket Stadium,2021,23
3,Mumbai Indians,Rajasthan Royals,Sharjah Cricket Stadium,2021,27
3,Mumbai Indians,Rajasthan Royals,Sharjah Cricket Stadium,2021,28
3,Mumbai Indians,Rajasthan Royals,Sharjah Cricket Stadium,2021,32
3,Mumbai Indians,Rajasthan Royals,Sharjah Cricket Stadium,2021,35
4,Mumbai Indians,Rajasthan Royals,Sharjah Cricket Stadium,2021,39
4,Mumbai Indians,Rajasthan Royals,Sharjah Cricket Stadium,2021,43
4,Mumbai Indians,Rajasthan Royals,Sharjah Cricket Stadium,2021,44
4,Mumbai Indians,Rajasthan Royals,Sharjah Cricket Stadium,2021,48
5,Mumbai Indians,Rajasthan Royals,Sharjah Cricket Stadium,2021,51
5,Mumbai Indians,Rajasthan Royals,Sharjah Cricket Stadium,2021,52
5,Mumbai Indians,Rajasthan Royals,Sharjah Cricket Stadium,2021,56
0,Delhi Capitals,Kolkata Knight Riders,Sharjah Cricket Stadium,2021,5
1,Delhi Capitals,Kolkata Knight Riders,Sharjah Cricket Stadium,2021,7
1,Delhi Capitals,Kolkata Knight Riders,Sharjah Cricket Stadium,2021,8
1,Delhi Capitals,Kolkata Knight Riders,Sharjah Cricket Stadium,2021,12
2,Delhi Capitals,Kolkata Knight Riders,Sharjah Cricket Stadium,2021,13
2,Delhi Capitals,Kolkata Knight Riders,Sharjah Cricket Stadium,2021,21
2,Delhi Capitals,Kolkata Knight Riders,Sharjah Cricket Stadium,2021,22
3,Delhi Capitals,Kolkata Knight Riders,Sharjah Cricket Stadium,2021,22
3,Delhi Capitals,Kolkata Knight Riders,Sharjah Cricket Stadium,2021,23
3,Delhi Capitals,Kolkata Knight Riders,Sharjah Cricket Stadium,2021,28
3,Delhi Capitals,Kolkata Knight Riders,Sharjah Cricket Stadium,2021,29
4,Delhi Capitals,Kolkata Knight Riders,Sharjah Cricket Stadium,2021,30
4,Delhi Capitals,Kolkata Knight Riders,Sharjah Cricket Stadium,2021,35
5,Delhi Capitals,Kolkata Knight Riders,Sharjah Cricket Stadium,2021,39
0,Kolkata Knight Riders,Delhi Capitals,Sharjah Cricket Stadium,2021,1
0,Kolkata Knight Riders,Delhi Capitals,Sharjah Cricket Stadium,2021,9
1,Kolkata Knight Riders,Delhi Capitals,Sharjah Cricket Stadium,2021,9
1,Kolkata Knight Riders,Delhi Capitals,Sharjah Cricket Stadium,2021,16
2,Kolkata Knight Riders,Delhi Capitals,Sharjah Cricket Stadium,2021,17
2,Kolkata Knight Riders,Delhi Capitals,Sharjah Cricket Stadium,2021,18
2,Kolkata Knight Riders,Delhi Capitals,Sharjah Cricket Stadium,2021,22
3,Kolkata Knight Riders,Delhi Capitals,Sharjah Cricket Stadium,2021,23
3,Kolkata Knight Riders,Delhi Capitals,Sharjah Cricket Stadium,2021,24
3,Kolkata Knight Riders,Delhi Capitals,Sharjah Cricket Stadium,2021,25
3,Kolkata Knight Riders,Delhi Capitals,Sharjah Cricket Stadium,2021,26
4,Kolkata Knight Riders,Delhi Capitals,Sharjah Cricket Stadium,2021,27
4,Kolkata Knight Riders,Delhi Capitals,Sharjah Cricket Stadium,2021,28
4,Kolkata Knight Riders,Delhi Capitals,Sharjah Cricket Stadium,2021,34
4,Kolkata Knight Riders,Delhi Capitals,Sharjah Cricket Stadium,2021,36
5,Kolkata Knight Riders,Delhi Capitals,Sharjah Cricket Stadium,2021,40
5,Kolkata Knight Riders,Delhi Capitals,Sharjah Cricket Stadium,2021,41
5,Kolkata Knight Riders,Delhi Capitals,Sharjah Cricket Stadium,2021,42
5,Kolkata Knight Riders,Delhi Capitals,Sharjah Cricket Stadium,2021,43
5,Kolkata Knight Riders,Delhi Capitals,Sharjah Cricket Stadium,2021,44
0,Sunrisers Hyderabad,Chennai Super Kings,Sharjah Cricket Stadium,2021,0
0,Sunrisers Hyderabad,Chennai Super Kings,Sharjah Cricket Stadium,2021,1
0,Sunrisers Hyderabad,Chennai Super Kings,Sharjah Cricket Stadium,2021,3
0,Sunrisers Hyderabad,Chennai Super Kings,Sharjah Cricket Stadium,2021,4
1,Sunrisers Hyderabad,Chennai Super Kings,Sharjah Cricket Stadium,2021,4
1,Sunrisers Hyderabad,Chennai Super Kings,Sharjah Cricket Stadium,2021,5
2,Sunrisers Hyderabad,Chennai Super Kings,Sharjah Cricket Stadium,2021,5
2,Sunrisers Hyderabad,Chennai Super Kings,Sharjah Cricket Stadium,2021,11
2,Sunrisers Hyderabad,Chennai Super Kings,Sharjah Cricket Stadium,2021,17
2,Sunrisers Hyderabad,Chennai Super Kings,Sharjah Cricket Stadium,2021,18
2,Sunrisers Hyderabad,Chennai Super Kings,Sharjah Cricket Stadium,2021,19
3,Sunrisers Hyderabad,Chennai Super Kings,Sharjah Cricket Stadium,2021,23
3,Sunrisers Hyderabad,Chennai Super Kings,Sharjah Cricket Stadium,2021,24
3,Sunrisers Hyderabad,Chennai Super Kings,Sharjah Cricket Stadium,2021,25
3,Sunrisers Hyderabad,Chennai Super Kings,Sharjah Cricket Stadium,2021,29
4,Sunrisers Hyderabad,Chennai Super Kings,Sharjah Cricket Stadium,2021,30
4,Sunrisers Hyderabad,Chennai Super Kings,Sharjah Cricket Stadium,2021,31
4,Sunrisers Hyderabad,Chennai Super Kings,Sharjah Cricket Stadium,2021,35
5,Sunrisers Hyderabad,Chennai Super Kings,Sharjah Cricket Stadium,2021,35
5,Sunrisers Hyderabad,Chennai Super Kings,Sharjah Cricket Stadium,2021,39
5,Sunrisers Hyderabad,Chennai Super Kings,Sharjah Cricket Stadium,2021,40
5,Sunrisers Hyderabad,Chennai Super Kings,Sharjah Cricket Stadium,2021,41
0,Chennai Super Kings,Sunrisers Hyderabad,Sharjah Cricket Stadium,2021,0
0,Chennai Super Kings,Sunrisers Hyderabad,Sharjah Cricket Stadium,2021,1
0,Chennai Super Kings,Sunrisers Hyderabad,Sharjah Cricket Stadium,2021,2
0,Chennai Super Kings,Sunrisers Hyderabad,Sharjah Cricket Stadium,2021,5
1,Chennai Super Kings,Sunrisers Hyderabad,Sharjah Cricket Stadium,2021,5
1,Chennai Super Kings,Sunrisers Hyderabad,Sharjah Cricket Stadium,2021,6
1,Chennai Super Kings,Sunrisers Hyderabad,Sharjah Cricket Stadium,2021,7
2,Chennai Super Kings,Sunrisers Hyderabad,Sharjah Cricket Stadium,2021,11
2,Chennai Super Kings,Sunrisers Hyderabad,Sharjah Cricket Stadium,2021,12
3,Chennai Super Kings,Sunrisers Hyderabad,Sharjah Cricket Stadium,2021,14
3,Chennai Super Kings,Sunrisers Hyderabad,Sharjah Cricket Stadium,2021,20
3,Chennai Super Kings,Sunrisers Hyderabad,Sharjah Cricket Stadium,2021,21
3,Chennai Super Kings,Sunrisers Hyderabad,Sharjah Cricket Stadium,2021,27
4,Chennai Super Kings,Sunrisers Hyderabad,Sharjah Cricket Stadium,2021,28
4,Chennai Super Kings,Sunrisers Hyderabad,Sharjah Cricket Stadium,2021,32
4,Chennai Super Kings,Sunrisers Hyderabad,Sharjah Cricket Stadium,2021,36
5,Chennai Super Kings,Sunrisers Hyderabad,Sharjah Cricket Stadium,2021,40
5,Chennai Super Kings,Sunrisers Hyderabad,Sharjah Cricket Stadium,2021,46
5,Chennai Super Kings,Sunrisers Hyderabad,Sharjah Cricket Stadium,2021,47
0,Royal Challengers Bangalore,Punjab Kings,Sharjah Cricket Stadium,2021,0
0,Royal Challengers Bangalore,Punjab Kings,Sharjah Cricket Stadium,2021,4
0,Royal Challengers Bangalore,Punjab Kings,Sharjah Cricket Stadium,2021,5
1,Royal Challengers Bangalore,Punjab Kings,Sharjah Cricket Stadium,2021,6
1,Royal Challengers Bangalore,Punjab Kings,Sharjah Cricket Stadium,2021,7
1,Royal Challengers Bangalore,Punjab Kings,Sharjah Cricket Stadium,2021,8
1,Royal Challengers Bangalore,Punjab Kings,Sharjah Cricket Stadium,2021,9
1,Royal Challengers Bangalore,Punjab Kings,Sharjah Cricket Stadium,2021,11
2,Royal Challengers Bangalore,Punjab Kings,Sharjah Cricket Stadium,2021,17
2,Royal Challengers Bangalore,Punjab Kings,Sharjah Cricket Stadium,2021,21
2,Royal Challengers Bangalore,Punjab Kings,Sharjah Cricket Stadium,2021,22
2,Royal Challengers Bangalore,Punjab Kings,Sharjah Cricket Stadium,2021,24
3,Royal Challengers Bangalore,Punjab Kings,Sharjah Cricket Stadium,2021,25
3,Royal Challengers Bangalore,Punjab Kings,Sharjah Cricket Stadium,2021,26
3,Royal Challengers Bangalore,Punjab Kings,Sharjah Cricket Stadium,2021,30
3,Royal Challengers Bangalore,Punjab Kings,Sharjah Cricket Stadium,2021,34
4,Royal Challengers Bangalore,Punjab Kings,Sharjah Cricket Stadium,2021,34
4,Royal Challengers Bangalore,Punjab Kings,Sharjah Cricket Stadium,2021,36
4,Royal Challengers Bangalore,Punjab Kings,Sharjah Cricket Stadium,2021,40
4,Royal Challengers Bangalore,Punjab Kings,Sharjah Cricket Stadium,2021,41
4,Royal Challengers Bangalore,Punjab Kings,Sharjah Cricket Stadium,2021,42
5,Royal Challengers Bangalore,Punjab Kings,Sharjah Cricket Stadium,2021,48
5,Royal Challengers Bangalore,Punjab Kings,Sharjah Cricket Stadium,2021,49
5,Royal Challengers Bangalore,Punjab Kings,Sharjah Cricket Stadium,2021,50
5,Royal Challengers Bangalore,Punjab Kings,Sharjah Cricket Stadium,2021,54
5,Royal Challengers Bangalore,Punjab Kings,Sharjah Cricket Stadium,2021,55
0,Punjab Kings,Royal Challengers Bangalore,Sharjah Cricket Stadium,2021,1
0,Punjab Kings,Royal Challengers Bangalore,Sharjah Cricket Stadium,2021,2
0,Punjab Kings,Royal Challengers Bangalore,Sharjah Cricket Stadium,2021,3
1,Punjab Kings,Royal Challengers Bangalore,Sharjah Cricket Stadium,2021,4
1,Punjab Kings,Royal Challengers Bangalore,Sharjah Cricket Stadium,2021,5
1,Punjab Kings,Royal Challengers Bangalore,Sharjah Cricket Stadium,2021,6
1,Punjab Kings,Royal Challengers Bangalore,Sharjah Cricket Stadium,2021,7
2,Punjab Kings,Royal Challengers Bangalore,Sharjah Cricket Stadium,2021,11
2,Punjab Kings,Royal Challengers Bangalore,Sharjah Cricket Stadium,2021,12
2,Punjab Kings,Royal Challengers Bangalore,Sharjah Cricket Stadium,2021,13
2,Punjab Kings,Royal Challengers Bangalore,Sharjah Cricket Stadium,2021,19
3,Punjab Kings,Royal Challengers Bangalore,Sharjah Cricket Stadium,2021,25
3,Punjab Kings,Royal Challengers Bangalore,Sharjah Cricket Stadium,2021,27
3,Punjab Kings,Royal Challengers Bangalore,Sharjah Cricket Stadium,2021,28
3,Punjab Kings,Royal Challengers Bangalore,Sharjah Cricket Stadium,2021,29
3,Punjab Kings,Royal Challengers Bangalore,Sharjah Cricket Stadium,2021,30
3,Punjab Kings,Royal Challengers Bangalore,Sharjah Cricket Stadium,2021,32
3,Punjab Kings,Royal Challengers Bangalore,Sharjah Cricket Stadium,2021,33
4,Punjab Kings,Royal Challengers Bangalore,Sharjah Cricket Stadium,2021,39
4,Punjab Kings,Royal Challengers Bangalore,Sharjah Cricket Stadium,2021,40
4,Punjab Kings,Royal Challengers Bangalore,Sharjah Cricket Stadium,2021,44
4,Punjab Kings,Royal Challengers Bangalore,Sharjah Cricket Stadium,2021,45
4,Punjab Kings,Royal Challengers Bangalore,Sharjah Cricket Stadium,2021,46
5,Punjab Kings,Royal Challengers Bangalore,Sharjah Cricket Stadium,2021,46
5,Punjab Kings,Royal Challengers Bangalore,Sharjah Cricket Stadium,2021,47
5,Punjab Kings,Royal Challengers Bangalore,Sharjah Cricket Stadium,2021,48
5,Punjab Kings,Royal Challengers Bangalore,Sharjah Cricket Stadium,2021,49
0,Chennai Super Kings,Rajasthan Royals,Zayed Cricket Stadium,2021,4
0,Chennai Super Kings,Rajasthan Royals,Zayed Cricket Stadium,2021,6
0,Chennai Super Kings,Rajasthan Royals,Zayed Cricket Stadium,2021,10
1,Chennai Super Kings,Rajasthan Royals,Zayed Cricket Stadium,2021,10
1,Chennai Super Kings,Rajasthan Royals,Zayed Cricket Stadium,2021,11
1,Chennai Super Kings,Rajasthan Royals,Zayed Cricket Stadium,2021,12
2,Chennai Super Kings,Rajasthan Royals,Zayed Cricket Stadium,2021,13
2,Chennai Super Kings,Rajasthan Royals,Zayed Cricket Stadium,2021,15
2,Chennai Super Kings,Rajasthan Royals,Zayed Cricket Stadium,2021,16
2,Chennai Super Kings,Rajasthan Royals,Zayed Cricket Stadium,2021,20
3,Chennai Super Kings,Rajasthan Royals,Zayed Cricket Stadium,2021,21
3,Chennai Super Kings,Rajasthan Royals,Zayed Cricket Stadium,2021,22
3,Chennai Super Kings,Rajasthan Royals,Zayed Cricket Stadium,2021,23
3,Chennai Super Kings,Rajasthan Royals,Zayed Cricket Stadium,2021,24
3,Chennai Super Kings,Rajasthan Royals,Zayed Cricket Stadium,2021,25
4,Chennai Super Kings,Rajasthan Royals,Zayed Cricket Stadium,2021,29
4,Chennai Super Kings,Rajasthan Royals,Zayed Cricket Stadium,2021,33
4,Chennai Super Kings,Rajasthan Royals,Zayed Cricket Stadium,2021,34
5,Chennai Super Kings,Rajasthan Royals,Zayed Cricket Stadium,2021,35
5,Chennai Super Kings,Rajasthan Royals,Zayed Cricket Stadium,2021,36
5,Chennai Super Kings,Rajasthan Royals,Zayed Cricket Stadium,2021,42
5,Chennai Super Kings,Rajasthan Royals,Zayed Cricket Stadium,2021,43
5,Chennai Super Kings,Rajasthan Royals,Zayed Cricket Stadium,2021,44
0,Rajasthan Royals,Chennai Super Kings,Zayed Cricket Stadium,2021,1
0,Rajasthan Royals,Chennai Super Kings,Zayed Cricket Stadium,2021,5
0,Rajasthan Royals,Chennai Super Kings,Zayed Cricket Stadium,2021,6
0,Rajasthan Royals,Chennai Super Kings,Zayed Cricket Stadium,2021,7
0,Rajasthan Royals,Chennai Super Kings,Zayed Cricket Stadium,2021,8
1,Rajasthan Royals,Chennai Super Kings,Zayed Cricket Stadium,2021,10
1,Rajasthan Royals,Chennai Super Kings,Zayed Cricket Stadium,2021,14
1,Rajasthan Royals,Chennai Super Kings,Zayed Cricket Stadium,2021,16
1,Rajasthan Royals,Chennai Super Kings,Zayed Cricket Stadium,2021,20
1,Rajasthan Royals,Chennai Super Kings,Zayed Cricket Stadium,2021,24
2,Rajasthan Royals,Chennai Super Kings,Zayed Cricket Stadium,2021,30
2,Rajasthan Royals,Chennai Super Kings,Zayed Cricket Stadium,2021,34
2,Rajasthan Royals,Chennai Super Kings,Zayed Cricket Stadium,2021,35
2,Rajasthan Royals,Chennai Super Kings,Zayed Cricket Stadium,2021,39
2,Rajasthan Royals,Chennai Super Kings,Zayed Cricket Stadium,2021,40
2,Rajasthan Royals,Chennai Super Kings,Zayed Cricket Stadium,2021,41
3,Rajasthan Royals,Chennai Super Kings,Zayed Cricket Stadium,2021,42
3,Rajasthan Royals,Chennai Super Kings,Zayed Cricket Stadium,2021,43
3,Rajasthan Royals,Chennai Super Kings,Zayed Cricket Stadium,2021,47
3,Rajasthan Royals,Chennai Super Kings,Zayed Cricket Stadium,2021,53
4,Rajasthan Royals,Chennai Super Kings,Zayed Cricket Stadium,2021,53
4,Rajasthan Royals,Chennai Super Kings,Zayed Cricket Stadium,2021,59
4,Rajasthan Royals,Chennai Super Kings,Zayed Cricket Stadium,2021,65
4,Rajasthan Royals,Chennai Super Kings,Zayed Cricket Stadium,2021,69
4,Rajasthan Royals,Chennai Super Kings,Zayed Cricket Stadium,2021,75
5,Rajasthan Royals,Chennai Super Kings,Zayed Cricket Stadium,2021,77
5,Rajasthan Royals,Chennai Super Kings,Zayed Cricket Stadium,2021,81
0,Mumbai Indians,Sunrisers Hyderabad,Zayed Cricket Stadium,2021,1
0,Mumbai Indians,Sunrisers Hyderabad,Zayed Cricket Stadium,2021,7
0,Mumbai Indians,Sunrisers Hyderabad,Zayed Cricket Stadium,2021,8
1,Mumbai Indians,Sunrisers Hyderabad,Zayed Cricket Stadium,2021,8
1,Mumbai Indians,Sunrisers Hyderabad,Zayed Cricket Stadium,2021,12
1,Mumbai Indians,Sunrisers Hyderabad,Zayed Cricket Stadium,2021,16
1,Mumbai Indians,Sunrisers Hyderabad,Zayed Cricket Stadium,2021,20
1,Mumbai Indians,Sunrisers Hyderabad,Zayed Cricket Stadium,2021,24
1,Mumbai Indians,Sunrisers Hyderabad,Zayed Cricket Stadium,2021,26
2,Mumbai Indians,Sunrisers Hyderabad,Zayed Cricket Stadium,2021,30
2,Mumbai Indians,Sunrisers Hyderabad,Zayed Cricket Stadium,2021,31
2,Mumbai Indians,Sunrisers Hyderabad,Zayed Cricket Stadium,2021,35
2,Mumbai Indians,Sunrisers Hyderabad,Zayed Cricket Stadium,2021,36
2,Mumbai Indians,Sunrisers Hyderabad,Zayed Cricket Stadium,2021,37
2,Mumbai Indians,Sunrisers Hyderabad,Zayed Cricket Stadium,2021,41
3,Mumbai Indians,Sunrisers Hyderabad,Zayed Cricket Stadium,2021,45
3,Mumbai Indians,Sunrisers Hyderabad,Zayed Cricket Stadium,2021,46
3,Mumbai Indians,Sunrisers Hyderabad,Zayed Cricket Stadium,2021,48
3,Mumbai Indians,Sunrisers Hyderabad,Zayed Cricket Stadium,2021,54
3,Mumbai Indians,Sunrisers Hyderabad,Zayed Cricket Stadium,2021,55
3,Mumbai Indians,Sunrisers Hyderabad,Zayed Cricket Stadium,2021,59
3,Mumbai Indians,Sunrisers Hyderabad,Zayed Cricket Stadium,2021,63
4,Mumbai Indians,Sunrisers Hyderabad,Zayed Cricket Stadium,2021,63
4,Mumbai Indians,Sunrisers Hyderabad,Zayed Cricket Stadium,2021,67
4,Mumbai Indians,Sunrisers Hyderabad,Zayed Cricket Stadium,2021,68
4,Mumbai Indians,Sunrisers Hyderabad,Zayed Cricket Stadium,2021,72
4,Mumbai Indians,Sunrisers Hyderabad,Zayed Cricket Stadium,2021,74
4,Mumbai Indians,Sunrisers Hyderabad,Zayed Cricket Stadium,2021,78
5,Mumbai Indians,Sunrisers Hyderabad,Zayed Cricket Stadium,2021,79
5,Mumbai Indians,Sunrisers Hyderabad,Zayed Cricket Stadium,2021,80
5,Mumbai Indians,Sunrisers Hyderabad,Zayed Cricket Stadium,2021,81
5,Mumbai Indians,Sunrisers Hyderabad,Zayed Cricket Stadium,2021,82
5,Mumbai Indians,Sunrisers Hyderabad,Zayed Cricket Stadium,2021,83
0,Sunrisers Hyderabad,Mumbai Indians,Zayed Cricket Stadium,2021,0
0,Sunrisers Hyderabad,Mumbai Indians,Zayed Cricket Stadium,2021,2
0,Sunrisers Hyderabad,Mumbai Indians,Zayed Cricket Stadium,2021,3
0,Sunrisers Hyderabad,Mumbai Indians,Zayed Cricket Stadium,2021,5
1,Sunrisers Hyderabad,Mumbai Indians,Zayed Cricket Stadium,2021,6
1,Sunrisers Hyderabad,Mumbai Indians,Zayed Cricket Stadium,2021,7
1,Sunrisers Hyderabad,Mumbai Indians,Zayed Cricket Stadium,2021,11
1,Sunrisers Hyderabad,Mumbai Indians,Zayed Cricket Stadium,2021,15
2,Sunrisers Hyderabad,Mumbai Indians,Zayed Cricket Stadium,2021,16
2,Sunrisers Hyderabad,Mumbai Indians,Zayed Cricket Stadium,2021,20
2,Sunrisers Hyderabad,Mumbai Indians,Zayed Cricket Stadium,2021,24
2,Sunrisers Hyderabad,Mumbai Indians,Zayed Cricket Stadium,2021,25
2,Sunrisers Hyderabad,Mumbai Indians,Zayed Cricket Stadium,2021,31
3,Sunrisers Hyderabad,Mumbai Indians,Zayed Cricket Stadium,2021,34
3,Sunrisers Hyderabad,Mumbai Indians,Zayed Cricket Stadium,2021,35
3,Sunrisers Hyderabad,Mumbai Indians,Zayed Cricket Stadium,2021,40
3,Sunrisers Hyderabad,Mumbai Indians,Zayed Cricket Stadium,2021,44
3,Sunrisers Hyderabad,Mumbai Indians,Zayed Cricket Stadium,2021,45
3,Sunrisers Hyderabad,Mumbai Indians,Zayed Cricket Stadium,2021,47
4,Sunrisers Hyderabad,Mumbai Indians,Zayed Cricket Stadium,2021,47
4,Sunrisers Hyderabad,Mumbai Indians,Zayed Cricket Stadium,2021,48
4,Sunrisers Hyderabad,Mumbai Indians,Zayed Cricket Stadium,2021,52
4,Sunrisers Hyderabad,Mumbai Indians,Zayed Cricket Stadium,2021,56
4,Sunrisers Hyderabad,Mumbai Indians,Zayed Cricket Stadium,2021,60
5,Sunrisers Hyderabad,Mumbai Indians,Zayed Cricket Stadium,2021,64
5,Sunrisers Hyderabad,Mumbai Indians,Zayed Cricket Stadium,2021,65
5,Sunrisers Hyderabad,Mumbai Indians,Zayed Cricket Stadium,2021,66
5,Sunrisers Hyderabad,Mumbai Indians,Zayed Cricket Stadium,2021,70
0,Royal Challengers Bangalore,Kolkata Knight Riders,Zayed Cricket Stadium,2021,1
0,Royal Challengers Bangalore,Kolkata Knight Riders,Zayed Cricket Stadium,2021,4
1,Royal Challengers Bangalore,Kolkata Knight Riders,Zayed Cricket Stadium,2021,4
1,Royal Challengers Bangalore,Kolkata Knight Riders,Zayed Cricket Stadium,2021,5
1,Royal Challengers Bangalore,Kolkata Knight Riders,Zayed Cricket Stadium,2021,6
1,Royal Challengers Bangalore,Kolkata Knight Riders,Zayed Cricket Stadium,2021,10
1,Royal Challengers Bangalore,Kolkata Knight Riders,Zayed Cricket Stadium,2021,12
2,Royal Challengers Bangalore,Kolkata Knight Riders,Zayed Cricket Stadium,2021,13
2,Royal Challengers Bangalore,Kolkata Knight Riders,Zayed Cricket Stadium,2021,14
2,Royal Challengers Bangalore,Kolkata Knight Riders,Zayed Cricket Stadium,2021,18
2,Royal Challengers Bangalore,Kolkata Knight Riders,Zayed Cricket Stadium,2021,19
2,Royal Challengers Bangalore,Kolkata Knight Riders,Zayed Cricket Stadium,2021,20
3,Royal Challengers Bangalore,Kolkata Knight Riders,Zayed Cricket Stadium,2021,20
3,Royal Challengers Bangalore,Kolkata Knight Riders,Zayed Cricket Stadium,2021,21
3,Royal Challengers Bangalore,Kolkata Knight Riders,Zayed Cricket Stadium,2021,23
3,Royal Challengers Bangalore,Kolkata Knight Riders,Zayed Cricket Stadium,2021,27
3,Royal Challengers Bangalore,Kolkata Knight Riders,Zayed Cricket Stadium,2021,28
4,Royal Challengers Bangalore,Kolkata Knight Riders,Zayed Cricket Stadium,2021,28
4,Royal Challengers Bangalore,Kolkata Knight Riders,Zayed Cricket Stadium,2021,29
4,Royal Challengers Bangalore,Kolkata Knight Riders,Zayed Cricket Stadium,2021,30
4,Royal Challengers Bangalore,Kolkata Knight Riders,Zayed Cricket Stadium,2021,31
